MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,1996,16323.78299
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,1996,16323.78299
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,1996,16323.78299
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,1996,780.22736
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,1996,780.22736
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,1996,780.22736
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,1996,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,1996,3.1234
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,1996,329469.0085
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,1996,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,1996,13366.81798
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,1996,228629.8872
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,1996,0.42581
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1996,73501.91508
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1996,3446.07926
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,1996,23685.47141
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,1996,56.16028
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,1996,9.01109
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,1996,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,1996,1917.35052
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,1996,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,1996,66722.10697
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,1996,43615.3128
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,1996,67375.02729
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,1996,177712.4471
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1996,2407.6375
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1996,3665.10235
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,1996,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,1996,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,1996,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,1996,95276.44104
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,1996,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,1996,44912.38603
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1996,44860.11239
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,1996,44860.11239
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1996,52.27364
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,AZ,1996,52.27364
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,AZ,1996,13.73852
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,AZ,1996,9.19391
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,AZ,1996,15.89885
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,AZ,1996,128.25185
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,AZ,1996,806.83399
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,AZ,1996,2408.17459
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,AZ,1996,2527.19078
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,AZ,1996,1994.70311
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,AZ,1996,1520.51012
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,AZ,1996,255294.0446
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,AZ,1996,183.57336
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,AZ,1996,2281.80096
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,AZ,1996,447.22098
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,AZ,1996,17793.59912
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1996,29280.22723
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1996,22890.95111
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1996,27310.43969
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,AZ,1996,58.83343
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,AZ,1996,468.44887
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,AZ,1996,17428.61048
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1996,27989.7767
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,AZ,1996,125264.8684
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,AZ,1996,364.98864
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,AZ,1996,302902.1823
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,AZ,1996,302902.1823
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,AZ,1996,487.2
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,AZ,1996,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,AZ,1996,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,AZ,1996,1783.16828
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1996,0.0
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1996,30.18841
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,AZ,1996,143.47563
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,AZ,1996,500.02913
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,AZ,1996,228.89887
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,AZ,1996,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,AZ,1996,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,AZ,1996,354.46783
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,AZ,1996,0.0
