MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,2004,1251.46149
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,2004,91629.57949
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,2004,91629.57949
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,2004,91629.57949
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,2004,2795.48795
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,2004,2795.48795
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,2004,2795.48795
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,2004,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,2004,168.03082
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,2004,22535.03677
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,2004,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,2004,46187.60877
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,2004,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,2004,18.66999
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,2004,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,2004,452990.2302
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,2004,9687.82947
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,2004,82821.41174
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,2004,830.01334
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,2004,164.02849
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,2004,4404.90906
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,2004,72223.51733
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,2004,3071.65641
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,2004,405867.2436
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,CA,2004,166545.1314
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,CA,2004,284428.5884
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,CA,2004,859912.6199
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,2004,16858.599
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,2004,17534.79881
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,CA,2004,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,CA,2004,131341.3779
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,CA,2004,0.03407
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,CA,2004,342160.3591
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,CA,2004,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,CA,2004,597665.0405
