MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,2003,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,2003,23016.83069
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,2003,23016.83069
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,2003,23016.83069
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,2003,1177.42409
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,2003,1177.42409
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,2003,1177.42409
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,2003,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,2003,12.79285
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,2003,391273.0755
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,2003,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,2003,15249.1841
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,2003,262250.5701
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,2003,1.91161
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,2003,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,2003,97683.97904
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,2003,2775.4353
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,2003,17224.62478
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,2003,53.09231
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,2003,242.45365
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,2003,188.29204
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,2003,1105.8754
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,2003,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,2003,86748.53048
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,2003,37236.862
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,2003,94654.06624
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,2003,218639.4587
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,2003,756.82825
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,2003,863.53604
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,2003,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,2003,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,2003,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,2003,72454.91114
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,2003,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,2003,60387.84364
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,2003,60387.84364
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,2003,60387.84364
