MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1976,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1976,9699.06492
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1976,9699.06492
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1976,9699.06492
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1976,399.00169
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1976,399.00169
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1976,399.00169
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1976,0.01312
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1976,0.0
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1976,137331.9327
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1976,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1976,160.24967
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1976,175430.2416
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1976,0.0
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1976,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1976,27166.32377
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1976,1146.39064
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1976,14091.78752
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1976,30.65855
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1976,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1976,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1976,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,1976,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,NM,1976,10195.13106
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,NM,1976,7391.76362
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,NM,1976,7003.3279
