MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1961,6716.24172
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1961,6716.24172
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1961,6716.24172
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1961,903.74283
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1961,903.74283
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1961,903.74283
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1961,7.87015
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1961,319.74899
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1961,776.3225
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1961,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1961,1738.5547
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1961,7707.02032
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1961,460.12681
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1961,10720.67799
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1961,538.90704
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1961,5240.53342
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1961,14.41227
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1961,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1961,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1961,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,1961,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,NM,1961,3619.43595
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,NM,1961,5621.91487
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,NM,1961,3172.80856
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,NM,1961,12414.15938
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1961,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1961,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,NM,1961,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,NM,1961,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,NM,1961,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,NM,1961,553.3314
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,NM,1961,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,NM,1961,12461.38568
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,1961,573.06752
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,NM,1961,573.06752
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,1961,11888.31816
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,NM,1961,11888.31816
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,NM,1961,8.18045
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,NM,1961,1025.5443
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,NM,1961,31.23132
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,NM,1961,590.03013
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,NM,1961,1547.12272
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,NM,1961,4377.90081
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,NM,1961,6552.99628
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,NM,1961,937.36085
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,NM,1961,396.57573
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,NM,1961,49146.74704
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,NM,1961,259.08153
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,NM,1961,1410.555
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,NM,1961,26652.285
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,NM,1961,10628.415
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,NM,1961,36709.1523
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,NM,1961,121649.9877
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,NM,1961,54701.82
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,NM,1961,916382.6315
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,NM,1961,26652.285
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,NM,1961,23308.2
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,NM,1961,218948.04
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,NM,1961,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,NM,1961,0.0
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,NM,1961,0.0
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,NM,1961,652807.4
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,NM,1961,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,NM,1961,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,NM,1961,390.55925
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,NM,1961,0.0
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,NM,1961,657.72708
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,NM,1961,979.59941
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,NM,1961,2329.84404
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,NM,1961,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,NM,1961,0.0
