MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1983,5.12947
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1983,11773.68238
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1983,11773.68238
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1983,11773.68238
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1983,535.0619
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1983,535.0619
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1983,535.0619
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1983,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1983,183.56124
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1983,261310.9596
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1983,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1983,2124.53657
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1983,381363.8366
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1983,34.96396
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1983,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1983,21499.04153
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1983,2834.5668
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1983,14429.66868
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1983,98.67643
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1983,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1983,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1983,214.45905
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,1983,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,NM,1983,11838.85183
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,NM,1983,9477.42369
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,NM,1983,8765.5133
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,NM,1983,30081.78882
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1983,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1983,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,NM,1983,395.86128
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,NM,1983,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,NM,1983,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,NM,1983,933.46064
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,NM,1983,0.0
