MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1982,1.97998
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,1982,10098.8161
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,1982,10098.8161
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,1982,10098.8161
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,1982,791.3684
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,1982,791.3684
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,1982,791.3684
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,1982,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,1982,16.59604
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,1982,305417.7072
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,1982,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,1982,30807.35653
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,1982,273011.0913
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,1982,3.39923
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,1982,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1982,33825.47926
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1982,133.58274
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,1982,12661.32293
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,1982,0.0
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,1982,23.26643
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,1982,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,1982,42.02613
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,1982,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,1982,31693.06487
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,1982,27538.28271
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,1982,32425.80552
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,1982,91657.1531
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1982,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1982,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,1982,17.88852
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,1982,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,1982,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,1982,73174.69654
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,1982,158.91125
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,1982,42564.42395
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1982,22631.23783
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,1982,22631.23783
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1982,19933.18612
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,AZ,1982,19933.18612
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,AZ,1982,68.04726
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,AZ,1982,34.02363
