MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,2009,-5.91691
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,2009,10117.67946
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,2009,10117.67946
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,2009,10117.67946
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,2009,437.22152
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,2009,437.22152
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,2009,437.22152
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,2009,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,2009,0.0
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,2009,304699.9911
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,2009,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,2009,1461.54042
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,2009,466100.448
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,2009,0.0
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,2009,63527.22422
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,2009,1644.08808
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,2009,8829.48292
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,2009,8.08731
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,2009,393.74139
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,2009,92.71428
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,2009,4114.76916
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,2009,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,NM,2009,29800.98804
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,NM,2009,21868.16993
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,NM,2009,22190.87006
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,NM,2009,73860.02803
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,2009,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,2009,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,NM,2009,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,NM,2009,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,NM,2009,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,NM,2009,2644.59888
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,NM,2009,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,NM,2009,7587.28226
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,2009,7587.28226
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,NM,2009,7587.28226
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,2009,0.0
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,NM,2009,0.0
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,NM,2009,1.81287
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,NM,2009,0.87165
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,NM,2009,5.00559
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,NM,2009,166.81825
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,NM,2009,1201.71404
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,NM,2009,14851.98171
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,NM,2009,6452.51544
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,NM,2009,956.51788
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,NM,2009,530.50567
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,NM,2009,118302.2416
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,NM,2009,106.97349
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,NM,2009,2371.30909
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,NM,2009,11407.879
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,NM,2009,25372.8914
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,NM,2009,72030.87207
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,NM,2009,105042.9684
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,NM,2009,88920.7924
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,NM,2009,1557686.627
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,NM,2009,11134.3778
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,NM,2009,33265.3546
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,NM,2009,247119.5569
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,NM,2009,273.5012
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,NM,2009,0.0
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,NM,2009,0.0
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,NM,2009,354646.8
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,NM,2009,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,NM,2009,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,NM,2009,0.0
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,NM,2009,0.0
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,NM,2009,0.0
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,NM,2009,62.73489
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,NM,2009,10862.85798
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,NM,2009,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,NM,2009,-580.78524
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,NM,2009,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,NM,2009,24.63411
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,NM,2009,15095.96768
