MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,1964,83422.03673
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,1964,83422.03673
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,1964,83422.03673
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,1964,19461.47419
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,1964,19461.47419
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,1964,19461.47419
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,1964,190.96712
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,1964,67.75401
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,1964,0.0
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,1964,52528.90798
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,1964,841.56068
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,1964,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,1964,93.56496
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,1964,121026.983
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,1964,3499.39485
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,1964,76929.96503
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,1964,2664.92649
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,1964,79.74526
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,1964,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,1964,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,1964,226.73951
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,1964,101211.3995
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,CA,1964,87086.69039
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,CA,1964,74159.68693
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,CA,1964,262684.5163
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1964,3183.4273
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1964,3639.07957
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,CA,1964,6163.94334
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,CA,1964,2132.06144
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,CA,1964,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,CA,1964,231187.6753
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,CA,1964,0.56798
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,CA,1964,199588.3946
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1964,87115.40115
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,CA,1964,87115.40115
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1964,112472.9934
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,CA,1964,112472.9934
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,CA,1964,436.13838
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,CA,1964,5042.23002
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,CA,1964,141.78856
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,CA,1964,798.72647
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,CA,1964,6002.75105
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,CA,1964,19722.59684
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,CA,1964,17354.25697
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,CA,1964,14298.83393
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,CA,1964,9174.57366
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,CA,1964,837990.4065
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,CA,1964,7869.65956
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,CA,1964,13031.4161
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,CA,1964,2338.79439
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,CA,1964,17770.032
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,CA,1964,152042.373
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,CA,1964,555603.8545
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,CA,1964,592088.3135
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,CA,1964,129315.753
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,CA,1964,756639.9389
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,CA,1964,17770.032
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,CA,1964,499736.097
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,CA,1964,1817240.67
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,CA,1964,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,CA,1964,4368.91659
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,CA,1964,4368.91659
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,CA,1964,1740052.2
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,CA,1964,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,CA,1964,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,CA,1964,209378.3689
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,CA,1964,39473.37405
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,CA,1964,107824.5522
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,CA,1964,79707.47429
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,CA,1964,105100.1187
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,CA,1964,16179.45794
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,CA,1964,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,CA,1964,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,CA,1964,2462.67538
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,CA,1964,0.0
