MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1982,34.36901
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1982,9610.17431
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1982,9610.17431
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1982,9610.17431
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1982,651.31371
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1982,651.31371
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1982,651.31371
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1982,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1982,199.894
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1982,222547.0082
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1982,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1982,2760.92872
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1982,375419.6734
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1982,40.94215
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1982,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1982,32663.88998
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1982,3252.44991
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1982,9490.18425
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1982,139.39074
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1982,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1982,0.0
