MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1989,0.54756
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1989,11052.32403
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1989,11052.32403
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1989,11052.32403
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1989,486.88187
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1989,486.88187
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1989,486.88187
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1989,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1989,145.2676
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1989,278746.9746
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1989,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1989,904.15975
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1989,444914.9824
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1989,38.61544
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1989,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1989,34656.02769
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1989,2085.01256
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1989,9246.58595
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1989,43.28365
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1989,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1989,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1989,1718.19182
