MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1963,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1963,6815.97456
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1963,6815.97456
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1963,6815.97456
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1963,1415.74204
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1963,1415.74204
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1963,1415.74204
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1963,2.25975
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1963,198.39189
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1963,14683.48497
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1963,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1963,607.20561
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1963,36383.8702
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1963,273.96955
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1963,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1963,15079.03986
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1963,431.30822
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1963,5555.03135
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1963,11.53472
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1963,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1963,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1963,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,1963,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,NM,1963,4301.50158
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,NM,1963,6281.28728
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,NM,1963,3839.13122
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,NM,1963,14421.92008
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1963,0.0
