MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,1983,108.28187
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,1983,73769.4404
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,1983,73769.4404
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,1983,73769.4404
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,1983,5891.37284
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,1983,5891.37284
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,1983,5891.37284
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,1983,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,1983,38.80105
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,1983,0.0
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,1983,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,1983,31975.57962
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,1983,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,1983,7.39072
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,1983,114699.611
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,1983,255051.8052
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,1983,39898.81503
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,1983,99611.44376
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,1983,740.28026
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,1983,23.46432
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,1983,114.76603
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,1983,3878.39439
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,1983,851.01422
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,1983,214695.5313
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,CA,1983,164298.3806
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,CA,1983,183813.3078
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,CA,1983,563658.234
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1983,6769.25377
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1983,12208.08224
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,CA,1983,8356.54896
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,CA,1983,63910.06473
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,CA,1983,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,CA,1983,598434.671
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,CA,1983,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,CA,1983,321471.3952
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1983,257654.5087
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,CA,1983,257654.5087
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1983,63816.88649
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,CA,1983,63816.88649
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,CA,1983,644.21707
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,CA,1983,672.5669
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,CA,1983,307.39361
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,CA,1983,4189.52159
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,CA,1983,5728.45014
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,CA,1983,32282.5155
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,CA,1983,16561.23906
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,CA,1983,15571.69676
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,CA,1983,11678.77255
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,1983,-21902.12553
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,CA,1983,1330722.993
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,CA,1983,9103.20847
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,CA,1983,5674.0528
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,CA,1983,3934.47144
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,CA,1983,1142.31025
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,CA,1983,10642.48675
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,CA,1983,224733.9319
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,CA,1983,487389.0643
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,CA,1983,359316.3734
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,CA,1983,23138.69173
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,CA,1983,463384.5899
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,CA,1983,10642.48675
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,CA,1983,518958.8788
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,CA,1983,1601037.23
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,CA,1983,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,CA,1983,61214.20334
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,CA,1983,61214.20334
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,CA,1983,2347190.4
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,CA,1983,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,CA,1983,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,CA,1983,3.10218
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,CA,1983,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,CA,1983,303466.8186
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,CA,1983,3375.41762
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,CA,1983,68878.15269
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,CA,1983,55072.01631
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,CA,1983,174845.84
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,CA,1983,21911.86346
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,CA,1983,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,CA,1983,-29415.27291
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,CA,1983,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,CA,1983,3021.96503
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,CA,1983,15.69805
