MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1986,145.1042
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,TX,1986,90548.45856
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,TX,1986,90548.45856
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,TX,1986,90548.45856
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,TX,1986,7770.93431
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,TX,1986,7770.93431
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,TX,1986,7770.93431
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,TX,1986,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,TX,1986,269.06772
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,TX,1986,1090162.437
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,TX,1986,2063.6
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,TX,1986,70170.00072
CLPRB,CLPRP,Coal production.,Thousand short tons,TX,1986,615490.0159
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,TX,1986,80.37088
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,TX,1986,208.9392
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,TX,1986,285233.3091
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,TX,1986,23359.40224
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,TX,1986,118629.1336
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,TX,1986,89.08312
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,TX,1986,35.81576
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,TX,1986,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,TX,1986,2729.68583
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,TX,1986,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,TX,1986,209326.1556
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,TX,1986,271346.9258
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,TX,1986,247002.5958
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,TX,1986,727675.6773
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1986,125308.9851
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1986,223977.0316
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,TX,1986,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,TX,1986,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,TX,1986,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,TX,1986,20603.02186
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,TX,1986,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,TX,1986,453003.1629
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1986,422200.9844
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,TX,1986,422200.9844
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1986,30802.17843
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,TX,1986,30802.17843
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,TX,1986,1003.21164
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,TX,1986,2580.86357
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,TX,1986,260.82692
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,TX,1986,2781.65473
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,TX,1986,6596.07155
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,TX,1986,879531.7781
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,TX,1986,21713.24843
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,TX,1986,10303.7986
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,TX,1986,18512.97521
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1986,-75620.09605
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,TX,1986,1065750.15
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,TX,1986,10962.73086
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,TX,1986,23858.33017
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,TX,1986,50198.35018
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,TX,1986,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,TX,1986,85240.58298
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,TX,1986,153241.8255
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,TX,1986,1145564.799
