MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1966,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1966,8144.31363
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1966,8144.31363
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1966,8144.31363
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1966,1016.65115
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1966,1016.65115
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1966,1016.65115
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1966,0.965
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1966,68.37268
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1966,36543.99987
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1966,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1966,324.9897
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1966,51536.0218
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1966,90.63368
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1966,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1966,14713.96404
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1966,296.25484
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1966,5720.8875
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1966,7.92293
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1966,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1966,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1966,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,1966,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,NM,1966,5666.54042
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,NM,1966,4812.09714
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,NM,1966,3653.32394
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,NM,1966,14131.96149
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1966,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1966,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,NM,1966,216.9768
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,NM,1966,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,NM,1966,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,NM,1966,705.83497
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,NM,1966,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,NM,1966,14833.43048
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,1966,3263.96005
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,NM,1966,3263.96005
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,1966,11569.47043
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,NM,1966,11569.47043
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,NM,1966,40.74564
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,NM,1966,3300.2434
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,NM,1966,155.55883
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,NM,1966,682.32842
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,NM,1966,1173.55727
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,NM,1966,4987.03008
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,NM,1966,4970.72172
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,NM,1966,1037.28076
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,NM,1966,456.40356
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1966,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,NM,1966,57038.48322
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,NM,1966,300.89026
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,NM,1966,1232.34844
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,NM,1966,0.0
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,NM,1966,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,NM,1966,23409.824
