MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1985,1049.69132
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,TX,1985,78354.83073
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,TX,1985,78354.83073
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,TX,1985,78354.83073
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,TX,1985,6648.84286
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,TX,1985,6648.84286
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,TX,1985,6648.84286
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,TX,1985,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,TX,1985,122.90833
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,TX,1985,1063433.603
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,TX,1985,10827.31363
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,TX,1985,74579.64043
CLPRB,CLPRP,Coal production.,Thousand short tons,TX,1985,574734.0457
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,TX,1985,34.66649
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,TX,1985,1655.0184
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,TX,1985,309158.6738
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,TX,1985,39479.63365
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,TX,1985,112594.3532
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,TX,1985,159.90015
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,TX,1985,32.39353
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,TX,1985,18.40433
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,TX,1985,2801.29955
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,TX,1985,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,TX,1985,205232.2606
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,TX,1985,277173.3184
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,TX,1985,244776.9482
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,TX,1985,727182.5273
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1985,97155.22431
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1985,208181.2421
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,TX,1985,20547.16878
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,TX,1985,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,TX,1985,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,TX,1985,14635.59929
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,TX,1985,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,TX,1985,420546.5227
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1985,388764.1465
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,TX,1985,388764.1465
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1985,31782.37611
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,TX,1985,31782.37611
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,TX,1985,1419.62829
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,TX,1985,2344.62761
