MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,2002,907.32565
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,2002,118493.1644
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,2002,118493.1644
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,2002,118493.1644
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,2002,3024.76261
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,2002,3024.76261
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,2002,3024.76261
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,2002,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,2002,0.97558
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,2002,22895.99554
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,2002,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,2002,47112.85777
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,2002,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,2002,0.13307
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,2002,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,2002,421586.0141
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,2002,12757.37217
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,2002,85298.70106
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,2002,854.68151
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,2002,671.90128
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,2002,7050.956
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,2002,8976.74256
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,2002,2016.5804
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,2002,371813.4231
