MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1981,1387.36617
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,TX,1981,52579.25537
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,TX,1981,52579.25537
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,TX,1981,52579.25537
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,TX,1981,6569.6305
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,TX,1981,6569.6305
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,TX,1981,6569.6305
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,TX,1981,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,TX,1981,79.18592
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,TX,1981,766999.7873
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,TX,1981,18599.24502
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,TX,1981,72818.79049
CLPRB,CLPRP,Coal production.,Thousand short tons,TX,1981,418837.5679
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,TX,1981,17.38216
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,TX,1981,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,TX,1981,334815.4402
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,TX,1981,21786.0158
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,TX,1981,166239.6782
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,TX,1981,40.67807
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,TX,1981,986.51156
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,TX,1981,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,TX,1981,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,TX,1981,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,TX,1981,161225.82
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,TX,1981,272637.1702
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,TX,1981,196602.3504
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,TX,1981,630465.3407
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1981,181505.1864
