MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1990,0.15861
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,1990,15704.63981
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,1990,15704.63981
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,1990,15704.63981
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,1990,979.10236
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,1990,979.10236
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,1990,979.10236
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,1990,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,1990,1.95954
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,1990,330160.9535
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,1990,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,1990,13251.10607
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,1990,249018.4159
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,1990,0.48989
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1990,46230.0839
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1990,2655.2528
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,1990,16125.95318
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,1990,55.13881
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,1990,7.07649
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,1990,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,1990,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,1990,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,1990,54790.44533
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,1990,34235.12088
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,1990,52468.65781
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,1990,141494.224
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1990,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1990,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,1990,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,1990,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,1990,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,1990,77157.62555
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,1990,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,1990,47305.87698
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1990,32053.80293
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,1990,32053.80293
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1990,15252.07405
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,AZ,1990,15252.07405
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,AZ,1990,13.77016
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,AZ,1990,97.33604
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,AZ,1990,1.48503
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,AZ,1990,199.43764
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,AZ,1990,796.6892
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,AZ,1990,1973.92248
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,AZ,1990,2495.41498
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,AZ,1990,2154.34137
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,AZ,1990,1642.19822
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1990,35.89611
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,AZ,1990,202588.2599
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,AZ,1990,1349.82569
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,AZ,1990,2642.57166
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,AZ,1990,26094.20541
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1990,29318.90082
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1990,25021.09187
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1990,19046.4885
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,AZ,1990,73.29543
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,AZ,1990,2193.0
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,AZ,1990,26094.20541
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1990,31300.62137
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,AZ,1990,130781.2465
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,AZ,1990,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,AZ,1990,217964.745
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,AZ,1990,217964.745
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,AZ,1990,701.8
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,AZ,1990,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,AZ,1990,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1990,0.0
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1990,0.0
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,AZ,1990,60.54381
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,AZ,1990,113.79816
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,AZ,1990,984.84654
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,AZ,1990,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,AZ,1990,-246.65205
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,AZ,1990,0.0
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,AZ,1990,0.0
