MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1965,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1965,9209.90446
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1965,9209.90446
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1965,9209.90446
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1965,1204.06032
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1965,1204.06032
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1965,1204.06032
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1965,1.60252
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1965,110.6009
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1965,43526.95651
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1965,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1965,491.35887
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1965,60084.82832
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1965,146.6103
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1965,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1965,15250.29917
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1965,380.48673
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1965,7022.3591
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1965,10.17558
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1965,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1965,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1965,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,1965,0.0
