MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,1984,16488.61101
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,1984,16488.61101
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,1984,16488.61101
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,1984,958.44599
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,1984,958.44599
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,1984,958.44599
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,1984,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,1984,16.0301
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,1984,288208.645
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,1984,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,1984,36633.91086
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,1984,254418.7799
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,1984,3.7601
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1984,38208.54857
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1984,1471.67443
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,1984,15167.04966
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,1984,3.67325
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,1984,4.265
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,1984,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,1984,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,1984,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,1984,38109.92797
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,1984,25477.98404
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,1984,37907.9751
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,1984,101495.8871
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1984,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1984,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,1984,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,1984,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,1984,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,1984,163533.3084
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,1984,158.69844
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,1984,44211.48638
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1984,22581.01303
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,1984,22581.01303
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1984,21630.47335
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,AZ,1984,21630.47335
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,AZ,1984,12.15002
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,AZ,1984,8.505
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,AZ,1984,11.205
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,AZ,1984,467.76556
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,AZ,1984,745.97553
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,AZ,1984,1888.81635
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,AZ,1984,2336.56797
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,AZ,1984,2054.41874
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,AZ,1984,1566.02976
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,AZ,1984,179598.7095
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,AZ,1984,799.11583
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,AZ,1984,1311.50164
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,AZ,1984,14337.74552
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1984,26471.69546
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1984,26659.76479
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1984,30500.65634
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,AZ,1984,7.32158
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,AZ,1984,47.115
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,AZ,1984,14337.74552
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1984,28874.21964
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,AZ,1984,126844.1484
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,AZ,1984,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,AZ,1984,0.0
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,AZ,1984,0.0
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,AZ,1984,1247.0
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,AZ,1984,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,AZ,1984,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1984,0.0
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1984,11.2128
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,AZ,1984,3330.95319
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,AZ,1984,80.73212
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,AZ,1984,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,AZ,1984,0.0
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,AZ,1984,0.0
