MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1960,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,TX,1960,41700.15006
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,TX,1960,41700.15006
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,TX,1960,41700.15006
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,TX,1960,16459.98886
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,TX,1960,16459.98886
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,TX,1960,16459.98886
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,TX,1960,295.12098
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,TX,1960,106.94627
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,TX,1960,0.0
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,TX,1960,18950.40703
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,TX,1960,5467.12768
CLPRB,CLPRP,Coal production.,Thousand short tons,TX,1960,26409.18342
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,TX,1960,153.89827
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,TX,1960,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,TX,1960,79050.98413
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,TX,1960,3468.70036
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,TX,1960,58939.90007
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,TX,1960,561.93705
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,TX,1960,709.2782
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,TX,1960,110.92924
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,TX,1960,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,TX,1960,27.96608
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,TX,1960,33439.73117
