MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,1961,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,1961,76144.71352
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,1961,76144.71352
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,1961,76144.71352
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,1961,17354.57387
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,1961,17354.57387
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,1961,17354.57387
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,1961,258.16534
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,1961,54.86162
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,1961,0.0
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,1961,57506.74963
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,1961,1207.72467
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,1961,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,1961,78.94741
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,1961,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,1961,92174.39738
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,1961,3402.45415
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,1961,61991.94511
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,1961,2591.10236
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,1961,1500.84753
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,1961,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,1961,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,1961,221.33688
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,1961,90129.67873
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,CA,1961,67069.04254
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,CA,1961,55440.7077
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,CA,1961,212860.7659
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1961,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1961,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,CA,1961,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,CA,1961,1001.32365
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,CA,1961,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,CA,1961,163669.445
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,CA,1961,0.64731
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,CA,1961,153375.8182
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1961,54319.22784
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,CA,1961,54319.22784
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1961,99056.59037
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,CA,1961,99056.59037
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,CA,1961,875.11256
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,CA,1961,4981.22439
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,CA,1961,284.49911
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,CA,1961,718.47322
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,CA,1961,4637.9852
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,CA,1961,17380.39204
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,CA,1961,13408.64978
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,CA,1961,13735.94165
