MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,TX,1977,36099.21111
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,TX,1977,36099.21111
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,TX,1977,36099.21111
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,TX,1977,6872.75048
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,TX,1977,6872.75048
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,TX,1977,6872.75048
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,TX,1977,3.10317
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,TX,1977,21.97895
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,TX,1977,232415.7376
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,TX,1977,17834.59118
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,TX,1977,37902.58201
CLPRB,CLPRP,Coal production.,Thousand short tons,TX,1977,209460.0423
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,TX,1977,8.54737
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,TX,1977,252574.2084
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,TX,1977,20182.66055
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,TX,1977,157749.2454
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,TX,1977,3269.635
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,TX,1977,278.20725
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,TX,1977,102.39071
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,TX,1977,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,TX,1977,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,TX,1977,129254.8068
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,TX,1977,232966.8323
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,TX,1977,159787.8599
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,TX,1977,522009.499
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1977,160611.5415
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1977,235622.3926
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,TX,1977,28713.86004
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,TX,1977,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,TX,1977,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,TX,1977,12144.47214
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,TX,1977,54.84636
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,TX,1977,149255.0671
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1977,112610.12
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,TX,1977,112610.12
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1977,36644.94707
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,TX,1977,36644.94707
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,TX,1977,21381.48172
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,TX,1977,17037.2549
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,TX,1977,197.5542
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,TX,1977,19916.2287
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,TX,1977,10864.23062
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,TX,1977,530457.0101
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,TX,1977,35763.36863
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,TX,1977,11572.81949
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,TX,1977,20793.04228
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,TX,1977,1014207.442
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,TX,1977,5220.62797
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,TX,1977,4997.54109
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,TX,1977,128213.6229
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,TX,1977,68353.2912
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,TX,1977,163056.3035
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,TX,1977,1527527.515
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,TX,1977,2218541.087
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,TX,1977,752613.7157
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,TX,1977,7942018.855
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,TX,1977,68353.2912
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,TX,1977,277404.2078
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,TX,1977,4254884.869
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,TX,1977,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,TX,1977,0.0
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,TX,1977,0.0
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,TX,1977,6599704.0
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,TX,1977,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,TX,1977,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,TX,1977,204509.5689
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,TX,1977,4210.65984
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,TX,1977,30325.1999
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,TX,1977,98725.76088
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,TX,1977,311959.0283
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,TX,1977,10453.07923
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,TX,1977,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,TX,1977,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,TX,1977,905.42392
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,TX,1977,0.0
