MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,1967,13390.92356
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,1967,13390.92356
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,1967,13390.92356
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,1967,2721.23071
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,1967,2721.23071
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,1967,2721.23071
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,1967,0.05283
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,1967,0.0
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,1967,7161.55556
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,1967,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,1967,22.05066
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,1967,22.08113
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,1967,0.0
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1967,10355.83808
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1967,814.31945
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,1967,9926.66088
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,1967,363.5414
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,1967,116.33999
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,1967,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,1967,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,1967,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,1967,12255.75046
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,1967,11983.62981
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,1967,9961.61037
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,1967,34200.99064
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1967,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1967,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,1967,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,1967,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,1967,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,1967,52242.53798
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,1967,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,1967,38383.68086
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1967,11725.8126
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,1967,11725.8126
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1967,26657.86826
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,AZ,1967,26657.86826
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,AZ,1967,32.29275
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,AZ,1967,32.29275
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,AZ,1967,179.07827
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,AZ,1967,174.93385
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,AZ,1967,805.8411
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,AZ,1967,583.20525
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,AZ,1967,2524.08081
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,AZ,1967,1162.92524
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,AZ,1967,573.77805
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,AZ,1967,81670.4631
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,AZ,1967,937.04348
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,AZ,1967,2764.27211
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,AZ,1967,25266.06
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1967,24851.775
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1967,42539.93613
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1967,49402.155
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,AZ,1967,35.145
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,AZ,1967,1329.045
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,AZ,1967,25266.06
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,AZ,1967,27025.44
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,AZ,1967,169085.3661
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,AZ,1967,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,AZ,1967,0.0
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,AZ,1967,0.0
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,AZ,1967,16959.2
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,AZ,1967,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,AZ,1967,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1967,0.0
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1967,95.64526
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,AZ,1967,97.78171
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,AZ,1967,372.89788
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,AZ,1967,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,AZ,1967,0.0
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,AZ,1967,0.0
