MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1994,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,1994,17082.92414
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,1994,17082.92414
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,1994,17082.92414
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,1994,716.82216
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,1994,716.82216
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,1994,716.82216
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,1994,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,1994,1.93661
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,1994,387732.0216
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,1994,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,1994,14655.84622
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,1994,288012.7488
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,1994,0.34176
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,1994,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1994,61882.69916
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1994,2278.78969
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,1994,16083.78304
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,1994,32.32159
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,1994,8.48906
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,1994,0.07165
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,1994,722.90334
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,1994,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,1994,60618.97727
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,1994,38566.7163
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,1994,62140.60985
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,1994,161326.3034
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1994,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1994,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,1994,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,1994,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,1994,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,1994,75981.7243
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,1994,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,1994,41933.39554
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1994,41422.88326
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,1994,41422.88326
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,1994,510.51228
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,AZ,1994,510.51228
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,AZ,1994,4.78089
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,AZ,1994,2.13407
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,AZ,1994,10.17119
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,AZ,1994,306.95739
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,AZ,1994,873.34474
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,AZ,1994,2868.9075
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,AZ,1994,2735.51787
