MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,1967,7575.74812
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,1967,7575.74812
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,1967,7575.74812
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,1967,721.53028
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,1967,721.53028
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,1967,721.53028
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,1967,0.95864
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,1967,45.58681
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,1967,43636.11854
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,1967,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,1967,399.54299
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,1967,64780.12468
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,1967,60.42898
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,1967,12950.51274
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,1967,220.49751
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,1967,4288.56812
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,1967,5.89688
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,1967,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,1967,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,NM,1967,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,NM,1967,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,NM,1967,6069.095
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,NM,1967,5185.33582
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,NM,1967,3845.64132
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,NM,1967,15100.07214
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1967,0.0
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,NM,1967,0.0
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,NM,1967,203.22066
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,NM,1967,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,NM,1967,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,NM,1967,366.53875
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,NM,1967,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,NM,1967,17255.36851
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,1967,4557.69399
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,NM,1967,4557.69399
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,NM,1967,12697.67452
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,NM,1967,12697.67452
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,NM,1967,11.36438
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,NM,1967,4858.19775
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,NM,1967,43.3869
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,NM,1967,583.04555
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,NM,1967,1382.56485
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,NM,1967,4588.39344
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,NM,1967,5855.99453
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,NM,1967,891.40519
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,NM,1967,430.33358
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,NM,1967,57913.50049
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,NM,1967,322.40077
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,NM,1967,1012.81454
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,NM,1967,26810.68
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,NM,1967,30109.359
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,NM,1967,55149.26379
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,NM,1967,134167.488
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,NM,1967,51331.921
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,NM,1967,1238818.156
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,NM,1967,26810.68
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,NM,1967,34145.222
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,NM,1967,280382.0128
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,NM,1967,0.0
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,NM,1967,0.0
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,NM,1967,0.0
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,NM,1967,731635.2
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,NM,1967,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,NM,1967,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,NM,1967,78.09051
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,NM,1967,0.0
RFEIB,RFEIP,Residual fuel oil consumed by the electric power sector.,Thousand barrels,NM,1967,401.29921
RFICB,RFICP,Residual fuel oil consumed by the industrial sector,Thousand barrels,NM,1967,247.28663
SGICB,SGICP,Still gas consumed by the industrial sector.,Thousand barrels,NM,1967,2985.50184
SNICB,SNICP,Special naphthas consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
SOEGB,SOEGP,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,NM,1967,0.0
UOICB,UOICP,Unfinished oils consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
USICB,USICP,Unfractionated stream consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
WXICB,WXICP,Waxes consumed by the industrial sector.,Thousand barrels,NM,1967,0.0
WYEGB,WYEGP,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,NM,1967,0.0
