MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,1985,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,1985,17009.40237
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,1985,17009.40237
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,1985,17009.40237
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,1985,928.6003
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,1985,928.6003
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,1985,928.6003
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,1985,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,1985,15.43484
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,1985,303200.2329
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,1985,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,1985,38792.71255
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,1985,212530.8763
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,1985,4.35336
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,1985,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,1985,44412.06284
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,1985,2696.4603
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,1985,10478.02526
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,1985,67.96517
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,1985,0.0
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,1985,0.0
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,1985,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,1985,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,1985,41949.77912
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,1985,28854.75855
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,1985,41794.19534
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,1985,112598.733
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,1985,0.0
