MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,2001,739.36885
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,2001,125554.839
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,2001,125554.839
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,2001,125554.839
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,2001,2706.15809
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,2001,2706.15809
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,2001,2706.15809
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,2001,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,2001,0.50317
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,2001,21112.00362
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,2001,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,2001,46726.91697
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,2001,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,2001,0.06216
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,2001,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,2001,414577.1508
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,2001,16532.42518
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,2001,126404.8091
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,2001,1709.48646
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,2001,1245.51989
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,2001,11668.22453
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,2001,7650.31636
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,2001,2251.61326
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,2001,366414.6217
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,CA,2001,215096.7552
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,CA,2001,261589.9604
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,CA,2001,845352.9505
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,2001,11106.25418
