MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,2004,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,2004,31933.97036
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,2004,31933.97036
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,2004,31933.97036
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,2004,826.83933
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,2004,826.83933
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,2004,826.83933
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,2004,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,2004,15.58734
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,2004,409201.3969
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,2004,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,2004,16194.41559
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,2004,278231.4218
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,2004,1.73186
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,2004,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,2004,110291.7013
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,2004,2016.05364
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,2004,18296.9181
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,2004,28.90814
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,2004,319.19243
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,2004,584.57881
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,2004,1064.0537
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,2004,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,2004,89075.11869
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,2004,40623.87251
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,2004,98677.26121
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,2004,228376.2524
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,2004,925.3356
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,2004,962.45089
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,2004,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,2004,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,2004,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,2004,69884.87923
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,2004,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,2004,46810.11889
