MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,NM,2006,4.58631
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,NM,2006,12825.79815
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,NM,2006,12825.79815
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,NM,2006,12825.79815
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,NM,2006,245.13845
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,NM,2006,245.13845
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,NM,2006,245.13845
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,NM,2006,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,NM,2006,71.10547
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,NM,2006,314207.362
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,NM,2006,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,NM,2006,1935.95905
CLPRB,CLPRP,Coal production.,Thousand short tons,NM,2006,485090.3235
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,NM,2006,7.03241
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,NM,2006,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,NM,2006,76766.70205
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,NM,2006,1755.35781
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,NM,2006,12906.50696
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,NM,2006,18.1066
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,NM,2006,221.27161
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,NM,2006,103.89881
