MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,2006,76.26973
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,2006,80492.43371
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,2006,80492.43371
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,2006,80492.43371
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,2006,2325.79073
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,2006,2325.79073
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,2006,2325.79073
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,2006,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,2006,30.18998
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,2006,21921.11408
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,2006,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,2006,45062.2572
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,2006,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,2006,2.98582
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,2006,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,2006,487018.8104
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,2006,8626.16316
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,2006,80742.01745
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,2006,893.10665
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,2006,1926.7291
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,2006,10019.17764
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,2006,78066.37113
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,2006,2991.76784
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,2006,413722.2272
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,CA,2006,173980.9269
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,CA,2006,306519.5756
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,CA,2006,897214.4975
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,2006,5118.92854
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,2006,6435.89181
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,CA,2006,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,CA,2006,127175.8039
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,CA,2006,73.34198
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,CA,2006,476508.621
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,CA,2006,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,CA,2006,603306.9542
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,2006,603306.9542
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,CA,2006,603306.9542
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,2006,0.0
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,CA,2006,0.0
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,CA,2006,307.38754
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,CA,2006,231.31718
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,CA,2006,1624.78964
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,CA,2006,3129.05485
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,CA,2006,6461.60629
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,CA,2006,10814.8235
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,CA,2006,23178.78955
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,CA,2006,14584.80335
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,CA,2006,10938.60256
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,2006,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,CA,2006,1969219.359
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,CA,2006,1487.24344
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,CA,2006,28715.62726
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,CA,2006,1107.31716
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,CA,2006,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,CA,2006,17297.23731
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,CA,2006,250003.1034
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,CA,2006,795842.0371
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,CA,2006,809807.2379
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,CA,2006,61069.76811
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,CA,2006,351100.4993
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,CA,2006,7183.25464
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,CA,2006,502984.4352
