MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,2006,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,AZ,2006,27372.74708
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,AZ,2006,27372.74708
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,AZ,2006,27372.74708
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,AZ,2006,892.73375
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,AZ,2006,892.73375
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,AZ,2006,892.73375
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,AZ,2006,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,AZ,2006,13.88962
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,AZ,2006,415654.7931
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,AZ,2006,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,AZ,2006,16314.51272
CLPRB,CLPRP,Coal production.,Thousand short tons,AZ,2006,179356.1016
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,AZ,2006,1.3737
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,AZ,2006,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,AZ,2006,126422.645
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,AZ,2006,2670.60103
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,AZ,2006,26459.31335
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,AZ,2006,20.37981
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,AZ,2006,1056.96216
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,AZ,2006,435.18709
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,AZ,2006,14548.76065
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,AZ,2006,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,AZ,2006,97671.60151
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,AZ,2006,41829.0455
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,AZ,2006,110437.8247
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,AZ,2006,249938.4717
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,2006,941.74709
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,AZ,2006,1184.03336
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,AZ,2006,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,AZ,2006,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,AZ,2006,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,AZ,2006,67378.81478
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,AZ,2006,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,AZ,2006,43775.60225
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,2006,43775.60225
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,AZ,2006,43775.60225
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,AZ,2006,0.0
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,AZ,2006,0.0
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,AZ,2006,13.32195
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,AZ,2006,27.98372
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,AZ,2006,8.64794
LGACB,LGACP,LPG consumed by the transportation sector.,Thousand barrels,AZ,2006,839.50356
LGCCB,LGCCP,LPG consumed by the commercial sector.,Thousand barrels,AZ,2006,743.93912
LGICB,LGICP,LPG consumed by the industrial sector.,Thousand barrels,AZ,2006,1052.00504
LGRCB,LGRCP,LPG consumed by the residential sector.,Thousand barrels,AZ,2006,3013.32923
LUACB,LUACP,Lubricants consumed by the transportation sector.,Thousand barrels,AZ,2006,1804.44976
LUICB,LUICP,Lubricants consumed by the industrial sector.,Thousand barrels,AZ,2006,1375.48499
MBICB,MBICP,Motor gasoline blending components consumed by the industrial sector.,Thousand barrels,AZ,2006,0.0
MGACB,MGACP,Motor gasoline consumed by the transportation sector.,Thousand barrels,AZ,2006,355050.2999
MGCCB,MGCCP,Motor gasoline consumed by the commercial sector.,Thousand barrels,AZ,2006,226.09437
MGICB,MGICP,Motor gasoline consumed by the industrial sector.,Thousand barrels,AZ,2006,6368.17718
MSICB,MSICP,Miscellaneous petroleum products consumed by the industrial sector.,Thousand barrels,AZ,2006,203.717
NAICB,NAICP,Natural gasoline consumed by the industrial sector.,Thousand barrels,AZ,2006,0.0
NGACB,NGACP,Natural gas consumed by the transportation sector.,Million cubic feet,AZ,2006,23029.76233
NGCCB,NGCCP,Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,2006,33407.72169
NGEIB,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels).,Million cubic feet,AZ,2006,253243.0526
NGICB,NGICP,Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).,Million cubic feet,AZ,2006,18816.47539
NGLPB,NGLPP,Natural gas consumed as lease and plant fuel.,Million cubic feet,AZ,2006,23.43194
NGMPB,NGMPP,Natural gas marketed production.,Million cubic feet,AZ,2006,623.35362
NGPZB,NGPZP,Natural gas consumed as pipeline fuel.,Million cubic feet,AZ,2006,21003.83884
NGRCB,NGRCP,Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).,Million cubic feet,AZ,2006,36732.44706
NGTCB,NGTCP,Natural gas total consumption (including supplemental gaseous fuels).,Million cubic feet,AZ,2006,365229.5651
NGVHB,NGVHP,Natural gas consumed as vehicle fuel.,Million cubic feet,AZ,2006,2025.92349
NUEGB,NUEGP,Electricity produced from nuclear power by the electric power sector.,Million kilowatthours,AZ,2006,250591.6427
NUETB,NUETP,Electricity produced from nuclear power.,Million kilowatthours,AZ,2006,250591.6427
PAPRB,PAPRP,Crude oil production (including lease condensate).,Thousand barrels,AZ,2006,319.0
PCCCB,PCCCP,Petroleum coke consumed by the commercial sector.,Thousand barrels,AZ,2006,0.0
PCEIB,PCEIP,Petroleum coke consumed by the electric power sector.,Thousand barrels,AZ,2006,0.0
PLICB,PLICP,Plant condensate consumed by the industrial sector.,Thousand barrels,AZ,2006,0.0
PPICB,PPICP,Pentanes plus consumed by the industrial sector.,Thousand barrels,AZ,2006,209.81804
RFACB,RFACP,Residual fuel oil consumed by the transportation sector.,Thousand barrels,AZ,2006,0.0
RFCCB,RFCCP,Residual fuel oil consumed by the commercial sector.,Thousand barrels,AZ,2006,0.0
