MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,CA,1996,848.4109
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,CA,1996,82279.99878
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,CA,1996,82279.99878
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,CA,1996,82279.99878
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,CA,1996,3880.92199
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,CA,1996,3880.92199
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,CA,1996,3880.92199
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,CA,1996,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,CA,1996,3627.58961
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,CA,1996,20000.00068
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,CA,1996,0.0
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,CA,1996,56202.16944
CLPRB,CLPRP,Coal production.,Thousand short tons,CA,1996,0.0
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,CA,1996,494.67126
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,CA,1996,13728.6
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,CA,1996,343441.739
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,CA,1996,14908.72618
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,CA,1996,69114.89607
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,CA,1996,860.71516
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,CA,1996,966.81067
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,CA,1996,5158.26842
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,CA,1996,7385.00893
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,CA,1996,1463.3707
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,CA,1996,302319.5079
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,CA,1996,196813.4133
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,CA,1996,243603.5069
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,CA,1996,744199.7988
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1996,3926.43594
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,CA,1996,5977.14137
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,CA,1996,0.0
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,CA,1996,127596.6754
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,CA,1996,118.74456
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,CA,1996,462610.1421
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,CA,1996,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,CA,1996,588382.9823
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1996,588260.7018
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,CA,1996,588260.7018
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,CA,1996,122.28057
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,CA,1996,122.28057
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,CA,1996,390.05489
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,CA,1996,692.20352
KSRCB,KSRCP,Kerosene consumed by the residential sector.,Thousand barrels,CA,1996,586.27953
