MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1983,195.95735
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,TX,1983,77779.97323
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,TX,1983,77779.97323
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,TX,1983,77779.97323
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,TX,1983,3848.01054
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,TX,1983,3848.01054
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,TX,1983,3848.01054
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,TX,1983,0.0
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,TX,1983,0.0
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,TX,1983,950869.6048
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,TX,1983,294.81233
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,TX,1983,65593.5769
CLPRB,CLPRP,Coal production.,Thousand short tons,TX,1983,493047.9886
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,TX,1983,0.0
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,TX,1983,1418.5872
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,TX,1983,312874.1247
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,TX,1983,52144.62935
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,TX,1983,187401.4509
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,TX,1983,2005.54674
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,TX,1983,28.64715
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,TX,1983,185.99836
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,TX,1983,2275.26288
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,TX,1983,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,TX,1983,174791.5465
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,TX,1983,271692.7866
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,TX,1983,205832.5713
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,TX,1983,652316.9044
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1983,116910.1848
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1983,210842.9092
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,TX,1983,15122.8188
GEEGB,GEEGP,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,TX,1983,0.0
HYCCB,HYCCP,Hydroelectricity produced in the commercial sector.,Million kilowatthours,TX,1983,0.0
HYEGB,HYEGP,Hydroelectricity produced by the electric power sector.,Million kilowatthours,TX,1983,11648.20688
HYICB,HYICP,Hydroelectricity produced in the industrial sector.,Million kilowatthours,TX,1983,0.0
JFTXB,JFTXP,Jet fuel total end-use consumption.,Thousand barrels,TX,1983,266029.8204
JKACB,JKACP,Kerosene-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1983,232180.6589
JKTCB,JKTCP,Kerosene-type jet fuel total consumption.,Thousand barrels,TX,1983,232180.6589
JNACB,JNACP,Naphtha-type jet fuel consumed by the transportation sector.,Thousand barrels,TX,1983,33849.16149
JNTCB,JNTCP,Naphtha-type jet fuel total consumption.,Thousand barrels,TX,1983,33849.16149
KSCCB,KSCCP,Kerosene consumed by the commercial sector.,Thousand barrels,TX,1983,66790.53623
KSICB,KSICP,Kerosene consumed by the industrial sector.,Thousand barrels,TX,1983,13521.26748
