MSN_data,MSN,desc,unit,state,year,data
ABICB,ABICP,Aviation gasoline blending components consumed by the industrial sector.,Thousand barrels,TX,1966,0.0
ARICB,ARICP,Asphalt and road oil consumed by the industrial sector.,Thousand barrels,TX,1966,56112.98503
ARTCB,ARTCP,Asphalt and road oil total consumption.,Thousand barrels,TX,1966,56112.98503
ARTXB,ARTXP,Asphalt and road oil total end-use consumption.,Thousand barrels,TX,1966,56112.98503
AVACB,AVACP,Aviation gasoline consumed by the transportation sector.,Thousand barrels,TX,1966,15202.1357
AVTCB,AVTCP,Aviation gasoline total consumption.,Thousand barrels,TX,1966,15202.1357
AVTXB,AVTXP,Aviation gasoline total end-use consumption.,Thousand barrels,TX,1966,15202.1357
CLACB,CLACP,Coal consumed by the transportation sector.,Thousand short tons,TX,1966,52.36791
CLCCB,CLCCP,Coal consumed by the commercial sector.,Thousand short tons,TX,1966,44.46102
CLEIB,CLEIP,Coal consumed by the electric power sector.,Thousand short tons,TX,1966,0.0
CLKCB,CLKCP,Coal consumed at coke plants (coking coal).,Thousand short tons,TX,1966,25806.85686
CLOCB,CLOCP,Coal consumed by industrial users other than coke plants.,Thousand short tons,TX,1966,1880.88997
CLPRB,CLPRP,Coal production.,Thousand short tons,TX,1966,28360.29087
CLRCB,CLRCP,Coal consumed by the residential sector.,Thousand short tons,TX,1966,58.93678
COICB,COICP,Crude oil consumed by the industrial sector.,Thousand barrels,TX,1966,0.0
DFACB,DFACP,Distillate fuel oil consumed by the transportation sector.,Thousand barrels,TX,1966,82258.7189
DFCCB,DFCCP,Distillate fuel oil consumed by the commercial sector.,Thousand barrels,TX,1966,2617.98247
DFICB,DFICP,Distillate fuel oil consumed by the industrial sector.,Thousand barrels,TX,1966,47702.21052
DFRCB,DFRCP,Distillate fuel oil consumed by the residential sector.,Thousand barrels,TX,1966,424.11889
ELEXB,ELEXP,Electricity exported from the United States.,Million kilowatthours,TX,1966,309.58059
ELIMB,ELIMP,Electricity imported into the United States.,Million kilowatthours,TX,1966,2.42593
EMTCB,EMTCP,"Fuel ethanol, excluding denaturant, total consumption.",Thousand barrels,TX,1966,0.0
ESACB,ESACP,"Electricity consumed by (i.e., sold to) the transportation sector.",Million kilowatthours,TX,1966,0.0
ESCCB,ESCCP,"Electricity consumed by (i.e., sold to) the commercial sector.",Million kilowatthours,TX,1966,54413.07131
ESICB,ESICP,"Electricity consumed by (i.e., sold to) the industrial sector.",Million kilowatthours,TX,1966,93072.88744
ESRCB,ESRCP,"Electricity consumed by (i.e., sold to) the residential sector.",Million kilowatthours,TX,1966,69280.92955
ESTCB,ESTCP,"Electricity total consumption (i.e., sold).",Million kilowatthours,TX,1966,216766.8883
FNICB,FNICP,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1966,67297.99523
FOICB,FOICP,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.",Thousand barrels,TX,1966,44746.33844
FSICB,FSICP,"Petrochemical feedstocks, still gas, consumed by the industrial sector.",Thousand barrels,TX,1966,16068.6504
